admin_level,area_id,common_id,common_name,indicator_id,id,indicator_name,F/M,Unit,year,value
province,90,2,Reproductive health,1,105,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,91,2,Reproductive health,1,106,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,91,2,Reproductive health,1,107,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,91,2,Reproductive health,1,108,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,92,2,Reproductive health,1,109,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,92,2,Reproductive health,1,110,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,92,2,Reproductive health,1,111,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,93,2,Reproductive health,1,112,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,93,2,Reproductive health,1,113,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,93,2,Reproductive health,1,114,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,94,2,Reproductive health,1,115,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,94,2,Reproductive health,1,116,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,94,2,Reproductive health,1,117,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,34,2,Reproductive health,1,118,Adolescent birth rate for women aged 15-19,female,percent,2015,138
province,34,2,Reproductive health,1,119,Adolescent birth rate for women aged 15-19,female,percent,2019,105
province,95,2,Reproductive health,1,120,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,95,2,Reproductive health,1,121,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,95,2,Reproductive health,1,122,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,96,2,Reproductive health,1,123,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,96,2,Reproductive health,1,124,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,96,2,Reproductive health,1,125,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,97,2,Reproductive health,1,126,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,97,2,Reproductive health,1,127,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,97,2,Reproductive health,1,128,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,98,2,Reproductive health,1,129,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,98,2,Reproductive health,1,130,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,98,2,Reproductive health,1,131,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,99,2,Reproductive health,1,132,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,99,2,Reproductive health,1,133,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,99,2,Reproductive health,1,134,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,100,2,Reproductive health,1,135,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,100,2,Reproductive health,1,136,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,100,2,Reproductive health,1,137,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,101,2,Reproductive health,1,138,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,101,2,Reproductive health,1,139,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,101,2,Reproductive health,1,140,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,102,2,Reproductive health,1,141,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,102,2,Reproductive health,1,142,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,102,2,Reproductive health,1,143,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,103,2,Reproductive health,1,144,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,103,2,Reproductive health,1,145,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,103,2,Reproductive health,1,146,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,35,2,Reproductive health,1,147,Adolescent birth rate for women aged 15-19,female,percent,2019,105
province,35,2,Reproductive health,1,148,Adolescent birth rate for women aged 15-19,female,percent,2015,145
province,105,2,Reproductive health,1,149,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,105,2,Reproductive health,1,150,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,105,2,Reproductive health,1,151,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,106,2,Reproductive health,1,152,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,106,2,Reproductive health,1,153,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,106,2,Reproductive health,1,154,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,107,2,Reproductive health,1,155,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,107,2,Reproductive health,1,156,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,107,2,Reproductive health,1,157,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,108,2,Reproductive health,1,158,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,108,2,Reproductive health,1,159,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,108,2,Reproductive health,1,160,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,109,2,Reproductive health,1,161,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,109,2,Reproductive health,1,162,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,109,2,Reproductive health,1,163,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,110,2,Reproductive health,1,164,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,110,2,Reproductive health,1,165,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,110,2,Reproductive health,1,166,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,111,2,Reproductive health,1,167,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,111,2,Reproductive health,1,168,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,111,2,Reproductive health,1,169,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,112,2,Reproductive health,1,170,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,112,2,Reproductive health,1,171,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,112,2,Reproductive health,1,172,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,113,2,Reproductive health,1,173,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,113,2,Reproductive health,1,174,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,113,2,Reproductive health,1,175,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,114,2,Reproductive health,1,176,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,114,2,Reproductive health,1,177,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,114,2,Reproductive health,1,178,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,115,2,Reproductive health,1,179,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,115,2,Reproductive health,1,180,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,115,2,Reproductive health,1,181,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,116,2,Reproductive health,1,182,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,116,2,Reproductive health,1,183,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,116,2,Reproductive health,1,184,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,117,2,Reproductive health,1,185,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,117,2,Reproductive health,1,186,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,117,2,Reproductive health,1,187,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,118,2,Reproductive health,1,188,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,118,2,Reproductive health,1,189,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,118,2,Reproductive health,1,190,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,36,2,Reproductive health,1,191,Adolescent birth rate for women aged 15-19,female,percent,2019,103
province,36,2,Reproductive health,1,192,Adolescent birth rate for women aged 15-19,female,percent,2019,103
province,36,2,Reproductive health,1,193,Adolescent birth rate for women aged 15-19,female,percent,2015,106
province,36,2,Reproductive health,1,194,Adolescent birth rate for women aged 15-19,female,percent,2015,106
province,119,2,Reproductive health,1,195,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,119,2,Reproductive health,1,196,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,119,2,Reproductive health,1,197,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,37,2,Reproductive health,1,198,Adolescent birth rate for women aged 15-19,female,percent,2015,99
province,37,2,Reproductive health,1,199,Adolescent birth rate for women aged 15-19,female,percent,2019,69
province,40,2,Reproductive health,1,200,Adolescent birth rate for women aged 15-19,female,percent,2015,107
province,40,2,Reproductive health,1,201,Adolescent birth rate for women aged 15-19,female,percent,2019,97
province,121,2,Reproductive health,1,202,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,121,2,Reproductive health,1,203,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,121,2,Reproductive health,1,204,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,120,2,Reproductive health,1,205,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,120,2,Reproductive health,1,206,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,120,2,Reproductive health,1,207,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,122,2,Reproductive health,1,208,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,122,2,Reproductive health,1,209,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,122,2,Reproductive health,1,210,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,123,2,Reproductive health,1,211,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,123,2,Reproductive health,1,212,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,123,2,Reproductive health,1,213,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,124,2,Reproductive health,1,214,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,124,2,Reproductive health,1,215,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,124,2,Reproductive health,1,216,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,125,2,Reproductive health,1,217,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,125,2,Reproductive health,1,218,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,125,2,Reproductive health,1,219,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,126,2,Reproductive health,1,220,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,126,2,Reproductive health,1,221,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,126,2,Reproductive health,1,222,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,127,2,Reproductive health,1,223,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,127,2,Reproductive health,1,224,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,127,2,Reproductive health,1,225,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,128,2,Reproductive health,1,226,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,128,2,Reproductive health,1,227,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,128,2,Reproductive health,1,228,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,129,2,Reproductive health,1,229,Adolescent birth rate for women aged 15-19,female,percent,2019,21
province,129,2,Reproductive health,1,230,Adolescent birth rate for women aged 15-19,female,percent,2010,60
province,129,2,Reproductive health,1,231,Adolescent birth rate for women aged 15-19,female,percent,2015,41
province,130,2,Reproductive health,1,232,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,130,2,Reproductive health,1,233,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,130,2,Reproductive health,1,234,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,131,2,Reproductive health,1,235,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,131,2,Reproductive health,1,236,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,131,2,Reproductive health,1,237,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,132,2,Reproductive health,1,238,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,132,2,Reproductive health,1,239,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,132,2,Reproductive health,1,240,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,133,2,Reproductive health,1,241,Adolescent birth rate for women aged 15-19,female,percent,2010,47
province,133,2,Reproductive health,1,242,Adolescent birth rate for women aged 15-19,female,percent,2015,72
province,133,2,Reproductive health,1,243,Adolescent birth rate for women aged 15-19,female,percent,2019,42
province,39,2,Reproductive health,1,244,Adolescent birth rate for women aged 15-19,female,percent,2019,90
province,39,2,Reproductive health,1,245,Adolescent birth rate for women aged 15-19,female,percent,2015,86
province,38,2,Reproductive health,1,246,Adolescent birth rate for women aged 15-19,female,percent,2015,37
province,38,2,Reproductive health,1,247,Adolescent birth rate for women aged 15-19,female,percent,2019,26
province,41,2,Reproductive health,1,248,Adolescent birth rate for women aged 15-19,female,percent,2015,83
province,41,2,Reproductive health,1,249,Adolescent birth rate for women aged 15-19,female,percent,2019,88
province,42,2,Reproductive health,1,250,Adolescent birth rate for women aged 15-19,female,percent,2019,138
province,43,2,Reproductive health,1,251,Adolescent birth rate for women aged 15-19,female,percent,2019,105
province,43,2,Reproductive health,1,252,Adolescent birth rate for women aged 15-19,female,percent,2015,101
province,134,2,Reproductive health,1,253,Adolescent birth rate for women aged 15-19,female,percent,2010,53
province,134,2,Reproductive health,1,254,Adolescent birth rate for women aged 15-19,female,percent,2015,58
province,134,2,Reproductive health,1,255,Adolescent birth rate for women aged 15-19,female,percent,2019,35
province,135,2,Reproductive health,1,256,Adolescent birth rate for women aged 15-19,female,percent,2010,73
province,135,2,Reproductive health,1,257,Adolescent birth rate for women aged 15-19,female,percent,2015,47
province,135,2,Reproductive health,1,258,Adolescent birth rate for women aged 15-19,female,percent,2019,20
province,59,2,Reproductive health,2,259,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2000,42.674
province,59,2,Reproductive health,2,260,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2010,47.9138
province,59,2,Reproductive health,2,261,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2005,42.2272
province,59,2,Reproductive health,2,262,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2019,44.4696
province,59,2,Reproductive health,2,263,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2015,48.901
province,142,2,Reproductive health,2,264,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2015,34.0082
province,142,2,Reproductive health,2,265,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2019,27.3746
province,142,2,Reproductive health,2,266,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2000,28.2778
province,142,2,Reproductive health,2,267,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2005,29.6416
province,142,2,Reproductive health,2,268,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2010,33.955
province,60,2,Reproductive health,2,269,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2005,42.2272
province,60,2,Reproductive health,2,270,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2010,47.9138
province,60,2,Reproductive health,2,271,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2000,42.674
province,60,2,Reproductive health,2,272,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2019,44.4696
province,60,2,Reproductive health,2,273,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2015,48.901
province,26,2,Reproductive health,2,274,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2015,66.7636
province,26,2,Reproductive health,2,275,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2000,79.81
province,26,2,Reproductive health,2,276,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2010,70.2898
province,26,2,Reproductive health,2,277,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2019,64.468
province,26,2,Reproductive health,2,278,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2005,75.1752
province,44,2,Reproductive health,2,279,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2000,37.483
province,44,2,Reproductive health,2,280,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2010,31.8078
province,44,2,Reproductive health,2,281,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2005,35.5044
province,44,2,Reproductive health,2,282,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2015,29.2992
province,44,2,Reproductive health,2,283,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2019,27.9042
province,104,2,Reproductive health,2,284,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2015,48.901
province,104,2,Reproductive health,2,285,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2019,44.4696
province,104,2,Reproductive health,2,286,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2010,47.9138
province,104,2,Reproductive health,2,287,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2005,42.2272
province,104,2,Reproductive health,2,288,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2000,42.674
province,143,2,Reproductive health,2,289,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2015,34.0082
province,143,2,Reproductive health,2,290,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2005,29.6416
province,143,2,Reproductive health,2,291,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2000,28.2778
province,143,2,Reproductive health,2,292,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2010,33.955
province,143,2,Reproductive health,2,293,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2019,27.3746
province,149,2,Reproductive health,2,294,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2005,29.6416
province,149,2,Reproductive health,2,295,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2000,28.2778
province,149,2,Reproductive health,2,296,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2019,27.3746
province,149,2,Reproductive health,2,297,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2015,34.0082
province,149,2,Reproductive health,2,298,"Adolescent fertility rate (births per 1,000 women ages 15-19)",female,number,2010,33.955
